id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
2904,Science,Which process describes the conversion of mechanical energy into electrical energy through electromagnetic induction?,Electromotive force,Electromagnetic induction,Faraday's law,Lenz's law,C,Faraday's law describes mechanical to electrical energy conversion,Hard
2905,Science,What is the term for the study of how biological systems process and transmit information?,Systems biology,Computational biology,Bioinformatics,Cybernetics,A,Systems biology studies information processing in biological networks,Hard
2906,Science,Which effect describes the change in the wavelength of light due to the gravitational field?,Gravitational redshift,Doppler shift,Compton scattering,Rayleigh scattering,A,Gravitational redshift occurs in strong gravitational fields,Hard
2907,Science,What is the name of the process by which ribosomes synthesize proteins using messenger RNA?,Translation,Transcription,Transduction,Transformation,A,Translation synthesizes proteins from mRNA templates,Hard
2908,Science,Which principle states that the entropy of an isolated system always increases?,First law of thermodynamics,Second law of thermodynamics,Third law of thermodynamics,Zeroth law of thermodynamics,B,The second law describes entropy increase in isolated systems,Hard
2909,Science,What is the term for the study of the relationship between the structure and function of macromolecules?,Structural biology,Molecular biophysics,Protein chemistry,Macromolecular science,A,Structural biology relates structure to function in large molecules,Hard
2910,Science,Which phenomenon describes the collective behavior of particles in a plasma state?,Plasma physics,Magnetohydrodynamics,Collective oscillations,Plasma dynamics,B,Magnetohydrodynamics studies plasma collective behavior,Hard
2911,Science,What is the name of the effect where the vacuum itself can create particle pairs?,Vacuum polarization,Casimir effect,Hawking radiation,Virtual particle creation,A,Vacuum polarization creates particle-antiparticle pairs,Hard
2912,Science,Which process describes the regulation of gene expression through chemical modifications of DNA?,DNA methylation,Histone modification,Epigenetic regulation,Chromatin remodeling,C,Epigenetic regulation controls gene expression without DNA sequence changes,Hard
2913,Science,What is the term for the study of how information is encoded and processed in neural networks?,Computational neuroscience,Neuroinformatics,Neural coding,Brain computation,C,Neural coding studies information representation in neural systems,Hard
2914,Science,Which phenomenon describes the spontaneous breaking of symmetry in physical systems?,Symmetry breaking,Phase transition,Critical phenomena,Order parameter,A,Symmetry breaking leads to ordered states from symmetric ones,Hard
2915,Science,What is the name of the principle that describes the behavior of fermions in quantum systems?,Fermi-Dirac statistics,Pauli exclusion principle,Quantum statistics,Antisymmetrization principle,B,Pauli exclusion principle governs fermion behavior,Hard
2916,Science,Which process describes the formation of complex patterns through reaction and diffusion?,Turing patterns,Reaction-diffusion,Pattern formation,Morphogenesis,B,Reaction-diffusion systems create complex spatial patterns,Hard
2917,Science,What is the term for the study of how quantum systems decohere and become classical?,Quantum decoherence,Quantum-to-classical transition,Decoherence theory,Quantum measurement,C,Decoherence theory explains quantum-to-classical transitions,Hard
2918,Science,Which effect describes the influence of the observer on quantum mechanical systems?,Observer effect,Measurement problem,Wave function collapse,Quantum measurement,A,Observer effect describes how measurement affects quantum systems,Hard
2919,Science,What is the name of the process by which proteins fold into their functional conformations?,Protein folding,Conformational change,Structural assembly,Molecular recognition,A,Protein folding determines functional three-dimensional structure,Hard
2920,Science,Which phenomenon describes the collective behavior of electrons in superconductors?,Cooper pairs,BCS theory,Superconductivity,Quantum coherence,B,BCS theory explains superconductivity through Cooper pair formation,Hard
2921,Science,What is the term for the study of how complex systems exhibit emergent properties?,Complexity science,Emergence theory,Systems theory,Nonlinear dynamics,A,Complexity science studies emergent properties in complex systems,Hard
2922,Science,Which process describes the transfer of energy through electromagnetic radiation?,Radiative transfer,Electromagnetic propagation,Photon transport,Radiation transport,A,Radiative transfer describes energy transport by electromagnetic waves,Hard
2923,Science,What is the name of the principle that describes the minimum energy configuration of systems?,Variational principle,Energy minimization,Ground state principle,Stability principle,A,Variational principle finds minimum energy configurations,Hard
2924,Science,Which phenomenon describes the interaction between quantum systems and their environment?,Quantum decoherence,Environmental coupling,System-bath interaction,Quantum dissipation,C,System-bath interaction describes quantum-environment coupling,Hard
2925,Science,What is the term for the study of how biological systems exhibit collective intelligence?,Swarm intelligence,Collective behavior,Emergent cognition,Distributed intelligence,A,Swarm intelligence studies collective problem-solving,Hard
2926,Science,Which process describes the self-replication of molecular systems?,Autocatalysis,Self-reproduction,Molecular replication,Chemical evolution,A,Autocatalysis enables self-replicating chemical systems,Hard
2927,Science,What is the name of the effect where quantum fluctuations affect macroscopic systems?,Quantum noise,Zero-point fluctuations,Vacuum fluctuations,Quantum effects,C,Vacuum fluctuations can have macroscopic consequences,Hard
2928,Science,Which principle describes the relationship between information and thermodynamics?,Landauer's principle,Maxwell's demon,Information thermodynamics,Entropy principle,A,Landauer's principle connects information erasure to energy dissipation,Hard
2929,Science,What is the term for the study of how networks evolve and adapt over time?,Network dynamics,Complex networks,Adaptive networks,Network evolution,C,Adaptive networks study evolving network structures,Hard
2930,Science,Which phenomenon describes the phase transitions in quantum many-body systems?,Quantum phase transition,Critical phenomena,Quantum criticality,Phase transformation,A,Quantum phase transitions occur at absolute zero temperature,Hard
2932,Math,What is the solution to the differential equation dy/dx = y?,y = e^x + C,y = Ce^x,y = x + C,y = Cx,B,The solution to dy/dx = y is y = Ce^x,Hard
2935,Sports,What is the maximum break possible in snooker?,144,147,150,155,B,The maximum break in snooker is 147 points,Hard
2936,Technology,What does LISP stand for in programming?,List Processing,Language for Intelligent System Programming,Logic and Inference System Programming,Linear Instruction Set Processor,A,LISP stands for List Processing,Hard
2939,Animals,Which mammal has the most complex echolocation system?,Dolphin,Bat,Whale,Porpoise,A,Dolphins have the most sophisticated echolocation abilities,Hard
2940,Art,"Who painted ""Las Meninas""?",El Greco,Velázquez,Goya,Murillo,B,Diego Velázquez painted Las Meninas in 1656,Hard
2943,Math,What is the Maclaurin series expansion of e^x?,1 + x + x²/2! + x³/3! + ...,x + x²/2 + x³/3 + ...,1 + x + x² + x³ + ...,x + x³/3! + x⁵/5! + ...,A,The Maclaurin series of e^x is the exponential series,Hard
2946,Sports,In which sport is the Thomas Cup awarded?,Tennis,Badminton,Table tennis,Squash,B,The Thomas Cup is awarded in men's badminton,Hard
2947,Technology,What does SOAP stand for in web services?,Simple Object Access Protocol,Standard Object Access Protocol,Secure Object Access Protocol,System Object Access Protocol,A,SOAP stands for Simple Object Access Protocol,Hard
2950,Animals,Which bird has the longest wingspan relative to body weight?,Wandering albatross,Andean condor,Trumpeter swan,Great white pelican,A,The wandering albatross has the largest wingspan-to-weight ratio,Hard
2951,Art,Which art movement did Jackson Pollock represent?,Abstract Expressionism,Pop Art,Minimalism,Conceptual Art,A,Jackson Pollock was a key figure in Abstract Expressionism,Hard
2954,Math,What is the fourth derivative of x⁵?,120x,60x²,20x³,5x⁴,A,The fourth derivative of x⁵ is 120x,Hard
2957,Sports,What is the regulation size of a chess board?,6x6,7x7,8x8,9x9,C,A chess board has 8 squares by 8 squares,Hard
2958,Technology,What does WSDL stand for?,Web Services Description Language,Web System Description Language,Web Service Definition Language,Web Software Description Language,A,WSDL stands for Web Services Description Language,Hard
2961,Animals,Which snake species has the fastest strike?,Gaboon viper,Black mamba,Puff adder,Saw-scaled viper,B,The black mamba has the fastest strike speed,Hard
2962,Art,"Who painted ""The Garden of Earthly Delights""?",Hieronymus Bosch,Jan van Eyck,Rogier van der Weyden,Hans Memling,A,Hieronymus Bosch painted The Garden of Earthly Delights,Hard
2965,Math,What is the limit of (1 - cos(x))/x² as x approaches 0?,0,1/2,1,∞,B,The limit equals 1/2 using L'Hôpital's rule,Hard
2968,Sports,What is the diameter of a standard dart board?,17.77 inches,18 inches,18.5 inches,19 inches,A,A regulation dart board has a diameter of 17.77 inches,Hard
2969,Technology,What does CORBA stand for?,Common Object Request Broker Architecture,Computer Object Request Broker Architecture,Central Object Request Broker Architecture,Corporate Object Request Broker Architecture,A,CORBA stands for Common Object Request Broker Architecture,Hard
2972,Animals,Which primate species has the largest brain relative to body size?,Human,Chimpanzee,Orangutan,Bonobo,A,Humans have the largest brain-to-body ratio among primates,Hard
2973,Art,"Who sculpted ""The Burghers of Calais""?",Auguste Rodin,Antoine Bourdelle,Camille Claudel,Constantin Meunier,A,Auguste Rodin sculpted The Burghers of Calais,Hard
2976,Math,What is the radius of convergence of the series Σ(x^n/n!)?,0,1,e,∞,D,The series Σ(x^n/n!) converges for all x (infinite radius),Hard
2979,Sports,What is the weight of a regulation bowling pin?,3.5 pounds,3.6 pounds,3.7 pounds,3.8 pounds,B,A regulation bowling pin weighs between 3 pounds 6 ounces and 3 pounds 10 ounces,Hard
2980,Technology,What does UML stand for in software engineering?,Unified Modeling Language,Universal Modeling Language,Uniform Modeling Language,Unique Modeling Language,A,UML stands for Unified Modeling Language,Hard
2983,Animals,Which whale species has the deepest diving record?,Sperm whale,Beaked whale,Blue whale,Gray whale,B,Cuvier's beaked whale holds the deepest diving record,Hard
2984,Art,"Who painted ""Girl Reading a Letter at an Open Window""?",Rembrandt,Vermeer,Ter Borch,de Hooch,B,Johannes Vermeer painted this intimate domestic scene,Hard
2987,Math,What is the derivative of ln(sin(x))?,cos(x)/sin(x),cot(x),tan(x),sin(x)/cos(x),B,The derivative of ln(sin(x)) is cot(x),Hard
2990,Sports,What is the regulation width of a cricket pitch?,8 feet,9 feet,10 feet,12 feet,C,A cricket pitch is 10 feet wide,Hard
2991,Technology,What does XHTML stand for?,eXtended HyperText Markup Language,eXtensible HyperText Markup Language,eXtra HyperText Markup Language,eXecutable HyperText Markup Language,B,XHTML stands for eXtensible HyperText Markup Language,Hard
2994,Animals,Which fish species can live the longest?,Shark,Sturgeon,Greenland shark,Coelacanth,C,Greenland sharks can live over 400 years,Hard
2995,Art,"Who painted ""The Ambassadors""?",Hans Holbein the Younger,Albrecht Dürer,Lucas Cranach,Hans Memling,A,Hans Holbein the Younger painted The Ambassadors,Hard
2998,Math,What is the eigenvalue of the matrix [[2 1] [0 2]]?,1 and 2,2 (double),1 (double),0 and 2,B,The matrix has eigenvalue 2 with algebraic multiplicity 2,Hard
3001,Science,What is the phenomenon where quantum particles become correlated regardless of distance?,Quantum entanglement,Quantum superposition,Wave-particle duality,Quantum tunneling,A,Quantum entanglement creates instant correlations between distant particles,Easy
3002,Science,Which gas is released when baking soda reacts with vinegar?,Oxygen,Carbon dioxide,Hydrogen,Nitrogen,B,This acid-base reaction produces carbon dioxide gas,Easy
3003,Science,What is the study of how organisms adapt to extreme environments called?,Extremophile biology,Astrobiology,Environmental biology,Adaptation science,A,Extremophile biology studies life in harsh conditions,Easy
3004,Science,Which part of the plant cell stores water and maintains turgor pressure?,Nucleus,Vacuole,Chloroplast,Cell wall,B,Plant vacuoles store water and maintain cell pressure,Easy
3005,Science,What is the term for the conversion of light energy into chemical energy?,Photosynthesis,Chemosynthesis,Photophosphorylation,Light harvesting,A,Photosynthesis converts light to chemical energy in plants,Easy
3006,Science,Which gas is produced during anaerobic fermentation?,Oxygen,Carbon dioxide,Methane,Nitrogen,B,Anaerobic fermentation typically produces carbon dioxide,Easy
3007,Science,What is the basic unit of evolutionary change?,Individual,Population,Species,Gene,D,Genes are the fundamental units of evolutionary change,Easy
3008,Science,Which process allows organisms to detect environmental changes?,Homeostasis,Response,Sensation,Adaptation,C,Sensation enables detection of environmental stimuli,Easy
3009,Science,What is the study of how living systems use energy called?,Bioenergetics,Thermodynamics,Energy biology,Metabolomics,A,Bioenergetics studies energy transformation in living systems,Easy
3010,Science,Which type of reproduction creates genetic diversity?,Sexual,Asexual,Binary fission,Vegetative,A,Sexual reproduction combines genetic material from two parents,Easy
3011,Science,What is the term for organisms that produce their own food using sunlight?,Autotrophs,Heterotrophs,Producers,Phototrophs,A,Autotrophs are self-feeding organisms like plants,Easy
3012,Science,Which gas is essential for aerobic cellular respiration?,Carbon dioxide,Oxygen,Nitrogen,Hydrogen,B,Oxygen is required for aerobic energy production,Easy
3013,Science,What is the study of how organisms interact with their physical environment?,Ecology,Environmental science,Habitat biology,Ecosystem science,A,Ecology studies organism-environment relationships,Easy
3014,Science,Which process describes the movement of water through plants?,Transpiration,Photosynthesis,Absorption,Transport,A,Transpiration moves water from roots to leaves,Easy
3015,Science,What is the term for the study of how traits are inherited?,Heredity,Genetics,Inheritance,Family studies,B,Genetics studies the inheritance of characteristics,Easy
3016,Science,Which gas is commonly used to ripen fruits?,Ethylene,Methane,Carbon dioxide,Oxygen,A,Ethylene gas triggers fruit ripening,Easy
3017,Science,What is the basic functional unit of an ecosystem?,Organism,Population,Community,Habitat,A,Individual organisms are the basic functional units,Easy
3018,Science,Which process allows materials to cross cell membranes without energy?,Passive transport,Active transport,Endocytosis,Exocytosis,A,Passive transport moves materials along gradients without energy,Easy
3019,Science,What is the study of how organisms develop from embryos called?,Embryology,Developmental biology,Growth biology,Morphogenesis,B,Developmental biology studies organism development,Easy
3020,Science,Which gas is produced by decomposing plant matter?,Oxygen,Methane,Carbon dioxide,Nitrogen,B,Decomposing organic matter produces methane,Easy
3021,Science,What is the term for organisms that break down dead material?,Decomposers,Detrivores,Saprophytes,All of above,D,All these terms describe organisms that break down dead matter,Easy
3022,Science,Which process allows cells to maintain their shape?,Turgor pressure,Cell wall support,Cytoskeleton,All of above,D,Multiple mechanisms maintain cell shape,Easy
3023,Science,What is the study of how organisms respond to seasonal changes called?,Phenology,Seasonal biology,Chronobiology,Circadian biology,A,Phenology studies seasonal biological events,Easy
3024,Science,Which gas is essential for photosynthesis in plants?,Oxygen,Carbon dioxide,Nitrogen,Water vapor,B,Plants use carbon dioxide for photosynthesis,Easy
3025,Science,What is the term for the study of how organisms move?,Locomotion,Biomechanics,Movement science,Motor biology,A,Locomotion is the study of how organisms move,Easy
3026,Science,Which process describes the formation of new cells?,Cell division,Mitosis,Cytokinesis,All of above,D,All these processes are involved in creating new cells,Easy
3027,Science,What is the study of how organisms obtain and process nutrients called?,Nutrition,Digestive biology,Metabolic science,Feeding biology,A,Nutrition studies nutrient acquisition and processing,Easy
3028,Science,Which gas is released during cellular respiration?,Oxygen,Carbon dioxide,Water vapor,Nitrogen,B,Cellular respiration releases carbon dioxide as waste,Easy
3029,Science,What is the term for organisms that can make their own food?,Producers,Autotrophs,Primary producers,All of above,D,All these terms describe self-feeding organisms,Easy
3030,Science,Which process allows organisms to reproduce without a mate?,Sexual reproduction,Asexual reproduction,Binary fission,Budding,B,Asexual reproduction doesn't require a mate,Easy
3031,Science,What is the study of how organisms coordinate their body functions called?,Physiology,Coordination biology,Regulatory biology,Control systems,A,Physiology studies how body functions are coordinated,Easy
3032,Science,Which gas is commonly found in the atmosphere of Venus?,Oxygen,Carbon dioxide,Nitrogen,Methane,B,Venus has a dense carbon dioxide atmosphere,Easy
3033,Science,What is the term for the study of how organisms grow?,Growth biology,Developmental biology,Size biology,Morphology,A,Growth biology studies increases in size and mass,Easy
3034,Science,Which process describes the conversion of nitrogen gas to ammonia?,Nitrogen fixation,Nitrification,Denitrification,Ammonification,A,Nitrogen fixation converts atmospheric nitrogen to ammonia,Easy
3035,Science,What is the study of how organisms detect and respond to light called?,Photobiology,Light biology,Vision science,Optical biology,A,Photobiology studies biological responses to light,Easy
3036,Science,Which gas is produced by plants during the day?,Carbon dioxide,Oxygen,Water vapor,Nitrogen,B,Plants produce oxygen during photosynthesis,Easy
3037,Science,What is the term for organisms that eat both plants and animals?,Omnivores,Carnivores,Herbivores,Mixed feeders,A,Omnivores consume both plant and animal matter,Easy
3038,Science,Which process allows organisms to maintain stable internal conditions?,Homeostasis,Regulation,Balance,Equilibrium,A,Homeostasis maintains internal stability,Easy
3039,Science,What is the study of how organisms produce sounds called?,Bioacoustics,Sound biology,Audio biology,Acoustic ecology,A,Bioacoustics studies biological sound production,Easy
3040,Science,Which gas is essential for protein synthesis?,Nitrogen,Carbon,Oxygen,Hydrogen,A,Nitrogen is required for amino acids and proteins,Easy
3041,Science,What is the term for the study of how organisms age?,Gerontology,Aging biology,Senescence,Life span biology,C,Senescence studies the aging process,Easy
3042,Science,Which process describes the breakdown of glucose for energy?,Glycolysis,Cellular respiration,Metabolism,Energy production,B,Cellular respiration breaks down glucose for energy,Easy
3043,Science,What is the study of how organisms interact in groups called?,Social biology,Group dynamics,Behavioral ecology,Population biology,A,Social biology studies group interactions,Easy
3044,Science,Which gas is released during photosynthesis as a waste product?,Carbon dioxide,Oxygen,Water vapor,Nitrogen,B,Oxygen is released as a byproduct of photosynthesis,Easy
3045,Science,What is the term for organisms that live in or on other organisms?,Parasites,Symbionts,Commensals,All of above,D,All these describe organisms living with others,Easy
3046,Science,Which process allows organisms to respond to touch?,Mechanoreception,Thigmotropism,Touch response,Tactile sensing,B,Thigmotropism is growth response to mechanical stimuli,Easy
3047,Science,What is the study of how organisms navigate called?,Navigation biology,Orientation science,Spatial biology,Movement ecology,A,Navigation biology studies how organisms find their way,Easy
3048,Science,Which gas is produced by volcanic activity?,Carbon dioxide,Sulfur dioxide,Water vapor,All of above,D,Volcanoes release multiple gases including CO2 and SO2,Easy
3049,Science,What is the term for the study of how organisms communicate?,Communication biology,Signaling,Biocommunication,Information transfer,C,Biocommunication studies biological communication,Easy
3050,Science,Which process describes the formation of gametes?,Gametogenesis,Meiosis,Sexual reproduction,Reproductive biology,A,Gametogenesis is the formation of reproductive cells,Easy
3051,Science,What is the study of how organisms defend themselves called?,Defense biology,Protection mechanisms,Survival strategies,Anti-predator behavior,A,Defense biology studies protective mechanisms,Easy
3052,Science,Which gas is commonly used in photosynthesis by marine plants?,Oxygen,Carbon dioxide,Dissolved CO2,Water vapor,C,Marine plants use dissolved carbon dioxide,Easy
3053,Science,What is the term for organisms that feed on dead organic matter?,Saprophytes,Decomposers,Detritivores,All of above,D,All these terms describe organisms that consume dead matter,Easy
3054,Science,Which process allows organisms to repair damaged tissues?,Regeneration,Healing,Tissue repair,Recovery,A,Regeneration is the biological process of tissue repair,Easy
3055,Science,What is the study of how organisms store and use information called?,Information biology,Data biology,Biological computing,Bioinformatics,A,Information biology studies biological information processing,Easy
3056,Science,Which gas is essential for cellular energy production in most organisms?,Oxygen,Carbon dioxide,Nitrogen,Hydrogen,A,Most organisms require oxygen for cellular respiration,Easy
3057,Science,What is the term for the study of how organisms compete for resources?,Competition biology,Resource ecology,Competitive interactions,Survival biology,A,Competition biology studies resource competition,Easy
3058,Science,Which process describes the conversion of atmospheric nitrogen to organic forms?,Nitrogen assimilation,Nitrogen fixation,Biological nitrogen conversion,Organic nitrogen synthesis,B,Nitrogen fixation converts atmospheric N2 to organic compounds,Easy
3059,Science,What is the study of how organisms tolerate environmental stress called?,Stress biology,Tolerance biology,Environmental physiology,Stress physiology,D,Stress physiology studies responses to environmental challenges,Easy
3060,Science,Which gas is produced during muscle contraction in the absence of oxygen?,Carbon dioxide,Lactic acid vapor,Oxygen,Nitrogen,A,Anaerobic muscle activity produces carbon dioxide,Easy
3063,Animals,Which bird species can fly the highest altitude?,Golden eagle,Bar-headed goose,Rüppell's vulture,Alpine chough,C,Rüppell's vulture has been recorded at over 37000 feet,Medium
3064,Art,"Who painted ""The Hay Wain""?",Turner,Constable,Gainsborough,Reynolds,B,John Constable painted The Hay Wain in 1821,Medium
3067,Math,What is the derivative of tan(x)?,sec²(x),cos²(x),sin(x)/cos(x),cot(x),A,The derivative of tangent x is secant squared x,Medium
3070,Sports,What is the regulation size of a handball court?,40m x 20m,42m x 22m,44m x 24m,38m x 18m,A,A handball court measures 40 meters by 20 meters,Medium
3071,Technology,What does RFID stand for?,Radio Frequency Identification,Remote File Identification,Rapid Frequency Interface Device,Radio Field Identification,A,RFID stands for Radio Frequency Identification,Medium
3074,Animals,Which mammal has the slowest metabolic rate?,Sloth,Koala,Giant panda,Hibernating bear,A,Sloths have extremely slow metabolic rates,Medium
3075,Art,Which art movement did Georges Seurat found?,Pointillism,Impressionism,Post-Impressionism,Neo-Impressionism,D,Georges Seurat founded Neo-Impressionism (including Pointillism),Medium
3078,Math,What is the slope-intercept form of a linear equation?,ax + by = c,y = mx + b,x = ay + b,y = ax² + bx + c,B,y = mx + b is the slope-intercept form,Medium
3081,Sports,How many players are on a lacrosse team on the field?,8,9,10,12,C,Lacrosse teams have 10 players on the field,Medium
3082,Technology,What does CAD stand for?,Computer Aided Design,Computer Automated Drawing,Computer Architecture Design,Central Analysis Database,A,CAD stands for Computer Aided Design,Medium
3085,Animals,Which fish can survive out of water the longest?,Lungfish,Walking catfish,Mudskipper,Eel,A,Lungfish can survive months out of water,Medium
3086,Art,"Who painted ""American Gothic""?",Edward Hopper,Grant Wood,Thomas Hart Benton,Norman Rockwell,B,Grant Wood painted American Gothic in 1930,Medium
3089,Math,What is the quadratic formula?,x = -b ± √(b² - 4ac) / 2a,x = b ± √(b² + 4ac) / 2a,x = -b ± √(b² + 4ac) / 2a,x = b ± √(b² - 4ac) / 2a,A,The quadratic formula solves ax² + bx + c = 0,Medium
3092,Sports,What is the standard height of a badminton net?,4.5 feet,5 feet,5.1 feet,5.5 feet,C,A badminton net is 5 feet 1 inch high,Medium
3093,Technology,What does IDE stand for?,Integrated Development Environment,Interactive Development Environment,Internal Development Environment,Independent Development Environment,A,IDE stands for Integrated Development Environment,Medium
3096,Animals,Which animal has the best color vision?,Human,Eagle,Mantis shrimp,Butterfly,C,Mantis shrimp have the most complex color vision,Medium
3097,Art,Which museum houses the largest collection of Van Gogh paintings?,Louvre,Van Gogh Museum,Metropolitan Museum,Rijksmuseum,B,The Van Gogh Museum in Amsterdam has the largest collection,Medium
3100,Math,What is the standard form of a circle equation?,(x-h)² + (y-k)² = r²,x² + y² = r,ax² + by² = c,(x+h)² + (y+k)² = r²,A,The standard circle equation is (x-h)² + (y-k)² = r²,Medium
3101,Science,What is the term for the study of how organisms interact with electromagnetic fields?,Bioelectromagnetics,Electromagnetic biology,Field biology,Magnetic biology,A,Bioelectromagnetics studies organism responses to electromagnetic fields,Hard
3102,Science,Which phenomenon describes the cooperative binding of molecules to proteins?,Allosteric regulation,Cooperative binding,Hill effect,Sigmoidal kinetics,B,Cooperative binding describes positive binding cooperativity,Hard
3103,Science,What is the name of the process by which cells engulf and digest their own components?,Autophagy,Apoptosis,Phagocytosis,Endocytosis,A,Autophagy is cellular self-digestion for recycling components,Hard
3104,Science,Which principle describes the minimum uncertainty in quantum measurements?,Heisenberg uncertainty principle,Measurement uncertainty,Quantum indeterminacy,Observer effect,A,Heisenberg's principle sets fundamental measurement limits,Hard
3105,Science,What is the term for the study of how mechanical forces affect gene expression?,Mechanogenetics,Mechanobiology,Force genetics,Mechanical genomics,B,Mechanobiology includes studying mechanical effects on genes,Hard
3106,Science,Which process describes the synchronized oscillation of biological systems?,Biological rhythms,Circadian coupling,Synchronization,Entrainment,D,Entrainment describes synchronization of biological oscillators,Hard
3107,Science,What is the name of the effect where quantum systems maintain coherence?,Quantum coherence,Quantum decoherence,Wave function persistence,Superposition maintenance,A,Quantum coherence maintains quantum superposition states,Hard
3108,Science,Which phenomenon describes the collective migration behavior of cells?,Collective cell migration,Cell streaming,Chemotaxis,Contact guidance,A,Collective cell migration involves coordinated cell movement,Hard
3109,Science,What is the term for the study of how information is encoded in biological networks?,Network biology,Systems biology,Information theory,Biological computing,A,Network biology studies information flow in biological systems,Hard
3110,Science,Which process describes the formation of protein aggregates in diseases?,Protein misfolding,Aggregation,Amyloidosis,Protein denaturation,C,Amyloidosis involves pathological protein aggregation,Hard
3111,Science,What is the name of the phenomenon where materials exhibit different properties at nanoscale?,Nanoscale effects,Size effects,Quantum size effects,Scale dependence,C,Quantum size effects alter properties at nanoscale,Hard
3112,Science,Which principle describes the relationship between energy and information?,Landauer's principle,Information theory,Thermodynamic computing,Energy-information equivalence,A,Landauer's principle relates information erasure to energy,Hard
3113,Science,What is the term for the study of how organisms process temporal information?,Chronobiology,Temporal biology,Time biology,Biological timing,A,Chronobiology studies biological time processing,Hard
3114,Science,Which phenomenon describes the emergence of order from disorder in biological systems?,Self-organization,Spontaneous order,Emergent complexity,Pattern formation,A,Self-organization creates ordered structures spontaneously,Hard
3115,Science,What is the name of the process by which cells convert mechanical stimuli into electrical signals?,Mechanotransduction,Signal transduction,Sensory transduction,Stimulus conversion,A,Mechanotransduction converts mechanical forces to electrical signals,Hard
3116,Science,Which effect describes the influence of quantum fluctuations on biological processes?,Quantum biology effects,Biological quantum effects,Quantum noise,Fluctuation effects,A,Quantum biology effects describe quantum influences on life,Hard
3117,Science,What is the term for the study of how complex networks evolve over time?,Network evolution,Dynamic networks,Temporal networks,Evolving systems,A,Network evolution studies how network structure changes,Hard
3118,Science,Which phenomenon describes the phase separation of biological molecules?,Liquid-liquid phase separation,Biomolecular condensation,Coacervation,Phase transition,A,Liquid-liquid phase separation creates biomolecular compartments,Hard
3119,Science,What is the name of the principle that governs the folding of biological polymers?,Minimum free energy principle,Folding principle,Stability principle,Conformational principle,A,Minimum free energy principle drives protein folding,Hard
3120,Science,Which process describes the collective behavior of molecular motors?,Motor protein coordination,Collective transport,Molecular cooperation,Cytoskeletal dynamics,A,Motor protein coordination enables collective cellular transport,Hard
3122,Math,What is the Laplace transform of e^(at)?,1/(s-a),a/(s-a),1/(s+a),s/(s-a),A,The Laplace transform of e^(at) is 1/(s-a),Hard
3125,Sports,What is the official distance of a marathon?,26.2 miles,26.385 yards,42.195 kilometers,Both A and C,D,A marathon is 26.2 miles or 42.195 kilometers,Hard
3126,Technology,What does AJAX stand for in web development?,Asynchronous JavaScript and XML,Advanced JavaScript and XML,Automatic JavaScript and XML,Active JavaScript and XML,A,AJAX stands for Asynchronous JavaScript and XML,Hard
3129,Animals,Which animal has the most complex brain relative to body size among invertebrates?,Octopus,Bee,Ant,Spider,A,Octopuses have remarkably complex brains for invertebrates,Hard
3130,Art,"Who painted ""The School of Athens""?",Leonardo da Vinci,Michelangelo,Raphael,Donatello,C,Raphael painted The School of Athens fresco,Hard
3133,Math,What is the general solution to the differential equation y'' + y = 0?,y = Ae^x + Be^(-x),y = A cos(x) + B sin(x),y = Ax + B,y = Ae^(ix) + Be^(-ix),B,The solution involves sine and cosine functions,Hard
3136,Sports,What is the regulation height of a high jump bar in Olympic competition?,Variable,Fixed at 2.45m,No regulation,Adjusted per athlete,A,High jump bars are adjusted to various heights during competition,Hard
3137,Technology,What does WSDL stand for in web services?,Web Services Description Language,Web System Description Language,Web Service Definition Language,Web Software Description Language,A,WSDL stands for Web Services Description Language,Hard
3140,Animals,Which bird species has the most acute hearing?,Owl,Eagle,Hawk,Falcon,A,Owls have extraordinarily acute directional hearing,Hard
3141,Art,"Who sculpted ""The Kiss""?",Michelangelo,Rodin,Donatello,Bernini,B,Auguste Rodin sculpted The Kiss,Hard
3144,Math,What is the Fourier transform of a Gaussian function?,Another Gaussian,Sinc function,Delta function,Exponential function,A,The Fourier transform of a Gaussian is another Gaussian,Hard
3147,Sports,What is the regulation diameter of a discus for men?,218-222mm,220-224mm,219-221mm,217-223mm,C,Men's discus diameter is 219-221mm,Hard
3148,Technology,What does CORBA stand for?,Common Object Request Broker Architecture,Computer Object Request Broker Architecture,Central Object Request Broker Architecture,Corporate Object Request Broker Architecture,A,CORBA stands for Common Object Request Broker Architecture,Hard
3151,Animals,Which mammal has the most sophisticated echolocation after dolphins?,Bat,Whale,Porpoise,Seal,A,Bats have highly sophisticated echolocation systems,Hard
3152,Art,"Who painted ""Las Meninas""?",El Greco,Velázquez,Goya,Murillo,B,Diego Velázquez painted Las Meninas,Hard
3155,Math,What is the complex conjugate of 3 + 4i?,3 - 4i,-3 + 4i,-3 - 4i,4 - 3i,A,The complex conjugate changes the sign of the imaginary part,Hard
3158,Sports,What is the standard weight of a men's shot put?,16 pounds,16.01 pounds,7.26 kg,Both A and C,D,Men's shot put weighs 16 pounds or 7.26 kg,Hard
3159,Technology,What does UML stand for in software engineering?,Unified Modeling Language,Universal Modeling Language,Uniform Modeling Language,Unique Modeling Language,A,UML stands for Unified Modeling Language,Hard
3162,Animals,Which primate species uses the most sophisticated tool use?,Chimpanzee,Orangutan,Bonobo,Human,D,Humans have the most sophisticated tool use among primates,Hard
