id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
1816,Science,"Hangi süreç, maddelerin enerji kullanılmadan hücre zarlarından geçmesini sağlar?",Aktif taşıma,Kolaylaştırılmış difüzyon,Ozmoz,Hem B hem de C,D,Hem kolaylaştırılmış difüzyon hem de ozmoz pasif taşıma süreçleridir,Easy
1817,Science,Maddenin fiziksel ve kimyasal özelliklerini inceleyen bilim dalına ne ad verilir?,Biyoloji,Fizik,Kimya,Jeoloji,C,"Kimya maddeyi, özelliklerini ve dönüşümlerini inceler",Easy
1818,Science,Mars atmosferinin çoğunluğunu hangi gaz oluşturur?,Oksijen,Azot,Karbondioksit,Metan,C,Mars atmosferinin yaklaşık %95'i karbondioksittir,Easy
1819,Science,"Sıvıların, sıvıların içine daldırılmış cisimlere uyguladıkları kuvvete ne ad verilir?",Yüzdürme,Yoğunluk,Basınç,Viskozite,A,"Kaldırma kuvveti, sıvıların su altındaki nesnelere uyguladığı yukarı doğru kuvvettir",Easy
1820,Science,Metabolik atıkları vücuttan uzaklaştıran organ sistemi hangisidir?,Sindirim,Solunum,Boşaltım,Dolaşım,C,Boşaltım sistemi metabolizmadan kaynaklanan atık ürünleri ortadan kaldırır,Easy
1821,Science,Frekans ölçümünün temel birimi nedir?,Hertz,Joule,Watt,Newton,A,"Hertz, saniyedeki döngü sayısını ölçer",Easy
1822,Science,Hangi üreme türünde yavrular ana canlıyla genetik olarak aynıdır?,Cinsel,Aseksüel,Çapraz döllenme,Hibridizasyon,B,Eşeysiz üreme genetik olarak özdeş klonlar yaratır,Easy
1823,Science,Işığın davranışını ve özelliklerini inceleyen bilim dalına ne ad verilir?,Akustik,Optik,Mekanik,Termodinamik,B,"Optik, ışığı inceleyen fizik dalıdır",Easy
1824,Science,Hücrenin hangi kısmı madde giriş ve çıkışını kontrol eder?,Hücre duvarı,Hücre zarı,Çekirdek,Sitoplazma,B,Hücre zarı hücreye neyin girip çıktığını düzenler,Easy
1825,Science,Canlıların sınıflandırılması ve isimlendirilmesini inceleyen bilim dalına ne ad verilir?,Evrim,Taksonomi,Ekoloji,Genetik,B,"Taksonomi, canlıların sınıflandırılması ve isimlendirilmesini içerir",Easy
1826,Science,Fotosentez sürecinde hangi gaz üretilir?,Karbondioksit,Azot,Oksijen,Su buharı,C,Fotosentez yan ürün olarak oksijen üretir,Easy
1827,Science,Bir maddedeki parçacıkların ortalama kinetik enerjisinin ölçüsüne ne ad verilir?,Sıcaklık,Sıcaklık,Termal enerji,Özgül ısı,A,Sıcaklık parçacıkların ortalama kinetik enerjisini ölçer,Easy
1828,Science,Atomlar elektron alışverişinde bulunduğunda hangi bağ türü oluşur?,Kovalent,İyonik,Metalik,Hidrojen,B,"İyonik bağlar, elektronlar atomlar arasında transfer edildiğinde oluşur",Easy
1829,Science,Canlı dokuların mekanik özelliklerini inceleyen bilim dalına ne ad verilir?,Biyomekanik,Biyofizik,Fizyoloji,Anatomi,A,"Biyomekanik, mekanik prensipleri biyolojik sistemlere uygular",Easy
1830,Science,Güneşe yakınlığı nedeniyle hangi gezegenin yılı en kısadır?,Merkür,Venüs,Toprak,Mars,A,"Merkür, 88 Dünya günü ile en kısa yörünge periyoduna sahiptir",Easy
1831,Science,Organizmaların ışık üretme sürecini tanımlayan terim nedir?,Fosforesans,Floresans,Biyolüminesans,Kemilüminesans,C,"Biyolüminesans, canlı organizmalar tarafından ışık üretimidir",Easy
1832,Science,İnsülin hormonunu hangi organ üretir?,Karaciğer,Pankreas,Böbrek,Tiroid,B,"Pankreas, kan şekeri seviyelerini düzenlemek için insülin üretir",Easy
1833,Science,Bağımsız olarak varlığını sürdürebilen yaşamın temel birimi nedir?,Atom,Molekül,Hücre,Doku,C,Hücreler yaşamın en küçük bağımsız birimleridir,Easy
1834,Science,Atom çekirdeğinde hangi enerji türü depolanır?,Kimyasal,Kinetik,Nükleer,Termal,C,Nükleer enerji atom çekirdeklerinde depolanır,Easy
1835,Science,Dünya'nın manyetik alanını inceleyen bilim dalına ne ad verilir?,Yerçekimi,Elektromanyetizma,Manyetizma,Jeofizik,A,"Jeomanyetizma, Dünya'nın manyetik alanını ve onun değişimlerini inceler",Easy
1836,Science,Hangi süreç organizmaların çevrelerindeki değişiklikleri algılamasını sağlar?,Uyum,Cevap,Duygu,Homeostaz,C,"Duyu, organizmaların çevresel uyaranları algılamasını sağlar",Easy
1837,Science,Yeraltı sularının dağılımını ve hareketini inceleyen bilim dalına ne ad verilir?,Hidroloji,Hidrojeoloji,Oşinografi,Limnoloji,B,Hidrojeoloji özellikle yeraltı suyuna odaklanır,Easy
1838,Science,Ampullerde filamanın yanmasını önlemek için genellikle hangi gaz kullanılır?,Oksijen,Azot,Argon,Helyum,C,"Argon, akkor ampullerdeki filamanları korumak için kullanılan inert bir gazdır",Easy
1839,Science,Dünya'nın kabuğu ile atmosfer arasındaki sınırın adı nedir?,Yüzey,Arayüz,Troposfer,Zemin seviyesi,A,"Yüzey, katı Dünya'nın atmosferle buluştuğu yerdir",Easy
1840,Science,Hangi üreme türü hızlı nüfus artışına olanak tanır?,Cinsel,Aseksüel,Melezleme,Döllenme,B,"Eşeysiz üreme, üstel nüfus artışına yol açabilir",Easy
1841,Science,İnsan vücudunun yapısını ve işlevini inceleyen bilim dalına ne ad verilir?,Psikoloji,Fizyoloji,Anatomi,İlaç,C,Anatomi insan vücudunun yapısını inceler,Easy
1842,Science,Temas halindeki yüzeyler arasındaki harekete karşı koyan kuvvet hangisidir?,Yer çekimi,Sürtünme,Manyetizma,Tansiyon,B,"Sürtünme, temas eden yüzeyler arasındaki harekete karşı koyar",Easy
1843,Science,Sıvı suyun su buharına dönüşmesine ne ad verilir?,Yoğunlaşma,Buharlaşma,Süblimasyon,Yağış,B,"Buharlaşma, sıvı suyu buhar fazına dönüştürür",Easy
1844,Science,Vücut aktivitelerini hangi organ sistemi koordine eder ve kontrol eder?,Endokrin,Gergin,Dolaşım,Solunum,B,Sinir sistemi vücut fonksiyonlarını koordine eder ve kontrol eder,Easy
1845,Science,Elektrik akımının temel birimi nedir?,Coulomb,Amper,Volt,Ohm,B,Amper elektrik yükünün akışını ölçer,Easy
1846,Science,Hangi organizma türü ölü organik maddeleri parçalayarak enerji elde eder?,Yapımcı,Birincil tüketici,İkincil tüketici,Ayrıştırıcı,D,Ayrıştırıcılar ölü maddeyi parçalar ve besinleri geri dönüştürür,Easy
1847,Science,Kayaçların ve minerallerin kimyasal yapılarını inceleyen bilim dalına ne ad verilir?,Petroloji,Mineraloji,Jeokimya,Kristalografi,C,"Jeokimya, Dünya malzemelerinin kimyasal yapısını inceler",Easy
1848,Science,Organik madde fermantasyona uğradığında hangi gaz açığa çıkar?,Oksijen,Karbondioksit,Azot,Metan,B,Fermantasyon genellikle karbondioksit ve diğer gazları üretir,Easy
1849,Science,"Hareketi oluşturan kuvvetleri dikkate almadan, cisimlerin hareketini inceleyen bilim dalı hangisidir?",Dinamikler,Statik,Kinematik,Mekanik,C,"Kinematik, hareketi kuvvetlere başvurmadan açıklar",Easy
1850,Science,Atomun hangi kısmı negatif elektrik yükü taşır?,Proton,Nötron,Elektron,Çekirdek,C,Elektronlar negatif elektrik yükü taşır,Easy
1851,Science,Bitkilerin güneş ışığını kimyasal enerjiye dönüştürme sürecine ne ad verilir?,Solunum,Fotosentez,Terleme,Emilim,B,"Fotosentez, ışık enerjisini glikozdaki kimyasal enerjiye dönüştürür",Easy
1852,Science,Dolaşım sisteminde kanı vücuda pompalayan organ hangisidir?,Beyin,Kalp,Akciğerler,Karaciğer,B,"Kalp, dolaşım sisteminin kas pompasıdır",Easy
1853,Science,Organizmaların çevrelerine nasıl uyum sağladığını inceleyen bilim dalına ne ad verilir?,Ekoloji,Evrimsel biyoloji,Uyum bilimi,Çevre biyolojisi,B,"Evrimsel biyoloji, organizmaların çevrelerine uyum sağlamak için nasıl değiştiğini inceler",Easy
1854,Science,Metaller korozyona uğradığında hangi gaz ortaya çıkar?,Oksijen,Hidrojen,Karbondioksit,Azot,B,Metal korozyonu genellikle hidrojen gazı üretir,Easy
1855,Science,Genetik bilginin temel birimi nedir?,Gen,Kromozom,DNA,Alel,A,"Genler, genetik talimatları taşıyan temel birimlerdir",Easy
1856,Science,Suyun yüksek konsantrasyonlu alanlardan düşük konsantrasyonlu alanlara hareket etmesini sağlayan süreç hangisidir?,Difüzyon,Ozmoz,Aktif taşıma,Filtrasyon,B,"Ozmoz, suyun zarlar boyunca hareketidir",Easy
1857,Science,Kristallerin oluşumunu ve özelliklerini inceleyen bilim dalına ne ad verilir?,Mineraloji,Kristalografi,Petroloji,Jeokimya,B,"Kristalografi, kristal yapısını ve oluşumunu inceler",Easy
1858,Science,Kimyasal tepkimeler sırasında hangi tür enerji açığa çıkar?,Kinetik,Potansiyel,Kimyasal,Termal,C,Kimyasal enerji moleküler bağlarda depolanır,Easy
1859,Science,Kendi besinini üreten canlılara ne ad verilir?,Tüketiciler,Üreticiler,Ayrıştırıcılar,Otçullar,B,Bitkiler gibi üreticiler fotosentez yoluyla kendi besinlerini üretirler,Easy
1860,Science,Bitki hücresinin hangi kısmı yapısal destek sağlar?,Sitoplazma,Hücre zarı,Hücre duvarı,Çekirdek,C,Hücre duvarı bitki hücrelerine sert yapılarını verir,Easy
1861,Science,Dünya'nın su sistemlerini inceleyen bilim dalına ne ad verilir?,Jeoloji,Hidroloji,Meteoroloji,Oşinografi,B,"Hidroloji, suyun hareketini ve dağılımını inceler",Easy
1862,Science,Ozon tabakasının korunması için hangi gaz gereklidir?,Oksijen,Azot,Kloroflorokarbon,Ozon,D,Ozon molekülleri koruyucu ozon tabakasını oluşturur,Easy
1863,Science,Sıvı halden katı hale geçme olayına ne ad verilir?,Erime,Donmak,Yoğunlaşma,Süblimasyon,B,"Dondurma, sıvı fazı katı faza dönüştürür",Easy
1864,Science,Vücudu patojenlerden koruyan organ sistemi hangisidir?,Solunum,Bağışıklık,Sindirim,Dolaşım,B,Bağışıklık sistemi hastalığa neden olan organizmalara karşı savunma sağlar,Easy
1865,Science,Kimyasal özelliklerini koruyan maddenin temel birimi nedir?,Atom,Molekül,İyon,Birleştirmek,B,Moleküller kimyasal özelliklere sahip en küçük birimlerdir,Easy
1866,Science,"Hangi süreç, hareket eden suyun kayaları aşındırmasını anlatır?",Aşınma,Erozyon,Sedimentasyon,İfade,B,"Erozyon, aşınmış malzemeyi kaynağından uzaklaştırır",Easy
1867,Science,Canlı organizmalardaki kimyasal süreçleri inceleyen bilim dalı hangisidir?,Biyokimya,Kimya,Biyoloji,Fizyoloji,A,"Biyokimya, biyolojik sistemlerdeki kimyasal reaksiyonlara odaklanır",Easy
1868,Science,Spor ve gametlerin birlikte kullanıldığı üreme türü hangisidir?,Aseksüel,Cinsel,Vejetatif,Hücrenin ikiye bölünerek üremesi,B,Bitkilerde eşeyli üreme genellikle hem sporları hem de gametleri içerir,Easy
1869,Science,Hareket halindeki değişimlere karşı koyan kuvvete ne ad verilir?,Atalet,Momentum,Sürtünme,Yer çekimi,A,"Eylemsizlik, bir nesnenin hareket durumundaki değişikliklere karşı direncidir",Easy
1870,Science,Gazlı içeceklerde sıklıkla bulunan gaz hangisidir?,Oksijen,Karbondioksit,Azot,Helyum,B,Karbondioksit gazlı içeceklerdeki köpürmeyi sağlar,Easy
1871,Science,Genlerin yapı ve işlevlerini inceleyen bilim dalına ne ad verilir?,Genetik,Genomik,Moleküler biyoloji,Hücre biyolojisi,A,"Genetik, kalıtım ve genetik çeşitliliği inceler",Easy
1872,Science,Sinir sisteminin hangi bölümü beyin ve omuriliği içerir?,Çevresel,Merkez,Otonom,Somatik,B,Merkezi sinir sistemi beyin ve omurilikten oluşur,Easy
1873,Science,Toprak oluşumu ve özelliklerini inceleyen bilim dalına ne ad verilir?,Pedoloji,Jeoloji,Ziraat Mühendisliği,Dünya bilimi,A,"Pedoloji, toprağın bilimsel çalışmasıdır",Easy
1874,Science,Bitkilerin dokunmaya tepki vermesini sağlayan süreç hangisidir?,Fototropizm,Jeotropizm,Tigmotropizm,Kemotropizm,C,"Tigmotropizm, mekanik uyaranlara karşı büyüme tepkisidir",Easy
1875,Science,Elektrik gücünün temel birimi nedir?,Watt,Joule,Volt,Amper,A,"Watt, elektrik enerjisi tüketimini ölçer",Easy
1876,Science,Çekirdeği zarla çevrili olan hücre tipi hangisidir?,Prokaryotik,Ökaryotik,Bakteriyel,Viral,B,Ökaryotik hücrelerin zarla çevrili çekirdekleri vardır,Easy
1877,Science,Canlı ve cansız bileşenler arasındaki etkileşimi inceleyen bilim dalı nedir?,Ekoloji,Biyoloji,Çevre bilimi,Dünya bilimi,A,"Ekoloji, organizmalar ile çevreleri arasındaki ilişkileri inceler",Easy
1878,Science,Hücresel solunum sırasında hangi gaz üretilir?,Oksijen,Karbondioksit,Azot,Su buharı,B,Hücresel solunum atık olarak karbondioksit üretir,Easy
1879,Science,Yaşamın kökenini inceleyen bilim dalına ne ad verilir?,Abiogenez,Evrim,Biyokimya,Astrobiyoloji,A,"Abiogenez, yaşamın cansız maddeden nasıl ortaya çıktığını inceler",Easy
1880,Science,Atomun hangi kısmında elektrik yükü yoktur?,Proton,Elektron,Nötron,İyon,C,Nötronlar çekirdekteki elektriksel olarak nötr parçacıklardır,Easy
1881,Science,Biyolojik sistemlerin mekanik özelliklerini inceleyen bilim dalına ne ad verilir?,Biyomekanik,Biyofizik,Fizyoloji,Anatomi,A,"Biyomekanik, mekaniği biyolojik sistemlere uygular",Easy
1882,Science,Hangisi besinlerin daha küçük moleküllere parçalanmasını anlatan süreçtir?,Sindirim,Emilim,Metabolizma,Boşaltım,A,Sindirim karmaşık gıda moleküllerini parçalar,Easy
1883,Science,Özelliklerin ebeveynlerden yavrulara nasıl aktarıldığını inceleyen bilim dalına ne ad verilir?,Kalıtım,Genetik,Evrim,Gelişim,B,"Genetik, özelliklerin kalıtımını inceler",Easy
1884,Science,Fotosentez sürecinde hangi gaz kullanılır?,Oksijen,Karbondioksit,Azot,Hidrojen,B,Bitkiler fotosentez sırasında havadaki karbondioksiti kullanırlar,Easy
1885,Science,Manyetik alan şiddetinin temel birimi nedir?,Tesla,Gauss,Weber,Henry,A,"Tesla, manyetik alan kuvvetinin SI birimidir",Easy
1886,Science,Hangi organizma türü aşırı ortamlarda hayatta kalabilir?,Ekstremofil,Mezofil,Psikrofil,Termofil,A,Ekstremofiller zorlu çevre koşullarında gelişirler,Easy
1887,Science,Türlerin coğrafi alanlara göre dağılımını inceleyen bilim dalı nedir?,Biyocoğrafya,Ekoloji,Evrim,Taksonomi,A,"Biyocoğrafya, organizmaların nerede ve neden yaşadığını inceler",Easy
1888,Science,Hücrelerin iç ortamlarını korumasını sağlayan süreç hangisidir?,Homeostaz,Metabolizma,Büyüme,Üreme,A,"Homeostaz, iç koşulların stabil kalmasını sağlar",Easy
1889,Science,Yıldızların kimyasal yapılarını inceleyen bilim dalına ne ad verilir?,Astrokimya,Astrofizik,Astronomi,Kozmoloji,A,"Astrokimya, gök cisimlerinin kimyasal yapısını analiz eder",Easy
1890,Science,Odun yandığında hangi gaz açığa çıkar?,Oksijen,Karbondioksit,Azot,Su buharı,B,Organik maddelerin yanması karbondioksit üretir,Easy
1891,Science,Radyoaktivitenin temel birimi nedir?,Curie,Becquerel,Röntgen,Gri,B,"Becquerel, saniyedeki radyoaktif bozunmayı ölçer",Easy
1892,Science,Bitkinin hangi kısmı fotosentez için güneş ışığını emer?,Kökler,Kök,Yapraklar,Çiçekler,C,Yapraklar güneş ışığını yakalamak için klorofil içerir,Easy
1893,Science,Evrenin oluşumunu ve evrimini inceleyen bilim dalına ne ad verilir?,Astronomi,Kozmoloji,Astrofizik,Astrobiyoloji,B,"Kozmoloji, evrenin kökenini ve gelişimini inceler",Easy
1894,Science,Parçacıkların yüksek konsantrasyondan düşük konsantrasyona doğru hareketini tanımlayan süreç hangisidir?,Aktif taşıma,Pasif taşıma,Ozmoz,Difüzyon,D,"Difüzyon, parçacıkları konsantrasyon gradyanları boyunca hareket ettirir",Easy
1895,Science,Organizmaların birbirleriyle nasıl etkileşim kurduğunu inceleyen bilim dalına ne ad verilir?,Ekoloji,Etoloji,Sosyoloji,Simbiyoz,A,"Ekoloji, organizma etkileşimlerinin incelenmesini içerir",Easy
1896,Science,Fosil yakıtların yanması için hangi gaz gereklidir?,Karbondioksit,Oksijen,Azot,Metan,B,Fosil yakıtların yanması için oksijene ihtiyaç vardır,Easy
1897,Science,Işık şiddetinin temel birimi nedir?,Şamdan,Lümen,Lüks,Watt,A,Kandela ışık yoğunluğunu ölçer,Easy
1898,Science,Hangi üreme türü genetik olarak çeşitli yavrular üretir?,Aseksüel,Cinsel,Klonal,Vejetatif,B,Cinsel üreme genetik çeşitliliğe yol açar,Easy
1899,Science,Canlı organizmaların elektriksel özelliklerini inceleyen bilim dalına ne ad verilir?,Biyoelektrik,Elektrofizyoloji,Nörofizyoloji,Biyofizik,B,"Elektrofizyoloji, biyolojideki elektriksel olayları inceler",Easy
1900,Science,Hangi süreç organizmaların güneş ışığından enerji elde etmesini sağlar?,Fotosentez,Kemosentez,Hücresel solunum,Fermantasyon,A,"Fotosentez, güneş enerjisini kimyasal enerjiye dönüştürür",Easy
1901,Science,Dünya'nın yapısını inceleyen bilim dalına ne ad verilir?,Jeoloji,Coğrafya,Jeofizik,Jeokimya,A,"Jeoloji, Dünya'nın bileşimini ve yapısını inceler",Easy
1902,Science,Organik maddelerin çürümesi sırasında hangi gaz oluşur?,Oksijen,Metan,Azot,Helyum,B,Organik maddelerin ayrışması metan gazının açığa çıkmasına neden olur,Easy
1903,Science,Elektrik yükünün temel birimi nedir?,Coulomb,Amper,Volt,Ohm,A,Coulomb elektrik yükü miktarını ölçer,Easy
1904,Science,Hücrenin hangi kısmı hücresel faaliyetleri kontrol eder?,Hücre zarı,Sitoplazma,Çekirdek,Ribozom,C,Çekirdek hücre fonksiyonlarını kontrol eder ve DNA içerir,Easy
1905,Science,Canlı sistemlerdeki kimyasal reaksiyonları inceleyen bilim dalına ne ad verilir?,Biyokimya,Kimya,Biyoloji,Moleküler biyoloji,A,"Biyokimya, organizmalardaki kimyasal süreçleri inceler",Easy
1906,Science,Mevcut bireylerden yeni bireylerin oluşmasını anlatan süreç hangisidir?,Büyüme,Gelişim,Üreme,Metabolizma,C,"Üreme, ebeveynlerden yeni organizmalar yaratır",Easy
1907,Science,Organizmaların döllenmeden olgunluğa kadar nasıl geliştiğini inceleyen bilim dalı hangisidir?,Embriyoloji,Gelişim biyolojisi,Üreme biyolojisi,Genetik,B,Gelişim biyolojisi organizma gelişimini inceler,Easy
1908,Science,Gıdaları muhafaza etmek için yaygın olarak kullanılan gaz hangisidir?,Karbondioksit,Azot,Oksijen,Argon,B,"Azot, paketlenmiş gıdalarda oksidasyonu ve bozulmayı önler",Easy
1909,Science,İş ve enerjinin temel birimi nedir?,Joule,Watt,Newton,Kalori,A,Joule iş ve enerjiyi ölçer,Easy
1910,Science,Gametlerin oluşmasını sağlayan hücre bölünmesi türü hangisidir?,Mitoz,Mayoz,Hücrenin ikiye bölünerek üremesi,Tomurcuklanan,B,"Mayoz, kromozom sayısının yarısına sahip üreme hücreleri üretir",Easy
1911,Science,Atmosferin fiziksel ve kimyasal özelliklerini inceleyen bilim dalına ne ad verilir?,Meteoroloji,İklimbilim,Atmosfer bilimi,Hava durumu bilimi,C,Atmosfer bilimi atmosferin tüm yönlerini inceler,Easy
1912,Science,Hangi süreç maddelerin hücrelere girip çıkmasını sağlar?,Taşımacılık,Metabolizma,Solunum,Fotosentez,A,Taşıma süreçleri maddeleri hücre zarları boyunca hareket ettirir,Easy
1913,Science,Organizmaların çevrelerini nasıl algıladıklarını inceleyen bilim dalına ne ad verilir?,Duyusal biyoloji,Nörobiyoloji,Fizyoloji,Etoloji,A,"Duyusal biyoloji, organizmaların uyaranları nasıl algıladığını inceler",Easy
1914,Science,Bitkilerin büyümesi ve gelişmesi için gerekli olan gaz hangisidir?,Oksijen,Karbondioksit,Azot,Fosfor,B,Bitkilerin fotosentez ve büyüme için karbondioksite ihtiyacı vardır,Easy
1915,Science,Aydınlatmanın temel birimi nedir?,Şamdan,Lümen,Lüks,Ayak mumu,C,"Lüks, birim alan başına aydınlatmayı ölçer",Easy
1916,Science,Bitkinin hangi kısmı besin ve suyu taşır?,Kökler,Kök,Yapraklar,Çiçekler,B,"Gövde, taşıma için damar dokusu içerir",Easy
1917,Science,Biyolojik malzemelerin mekanik davranışlarını inceleyen bilim dalına ne ad verilir?,Biyomekanik,Mekanobiyoloji,Biyofizik,Malzeme bilimi,B,"Mekanobiyoloji, mekanik kuvvetlerin biyolojiyi nasıl etkilediğini inceler",Easy
1918,Science,Azot gazının amonyağa dönüşümünü açıklayan süreç hangisidir?,Azot fiksasyonu,Nitrifikasyon,Denitrifikasyon,Mineralizasyon,A,"Azot fiksasyonu, atmosferik azotu kullanılabilir formlara dönüştürür",Easy
1919,Science,Genlerin nasıl ifade edildiğini inceleyen bilim dalına ne ad verilir?,Gen ifadesi,Transkripsiyon,Çeviri,Epigenetik,D,"Epigenetik, gen ifadesinin düzenlenmesini inceler",Easy
1920,Science,Yıldırım sonucu atmosferde oluşan gaz hangisidir?,Ozon,Oksijen,Azot oksitleri,Karbondioksit,A,"Yıldırım, atmosferik oksijenden ozon oluşturur",Easy
1921,Science,Momentumun temel birimi nedir?,Newton saniye,Kilogram-metre/saniye,Joule-saniye,Watt-saniye,B,Momentum kilogram-metre/saniye cinsinden ölçülür,Easy
1922,Science,Hangi organizma türü diğer organizmaları tüketerek enerji elde eder?,Yapımcı,Birincil tüketici,İkincil tüketici,Tüm tüketiciler,D,Tüm tüketici tipleri diğer organizmaları yiyerek enerji elde eder,Easy
1923,Science,Dünya'daki yaşamın kökenini ve tarihini inceleyen bilime ne ad verilir?,Paleobiyoloji,Evrim,Doğa tarihi,Yaşam bilimi,A,"Paleobiyoloji, antik yaşamı ve onun evrimini inceler",Easy
1924,Science,Hücrelerin çevrelerine tepki vermesini sağlayan süreç hangisidir?,Homeostaz,Cevap,Uyum,Uyarıcı tespiti,B,"Tepki, hücrelerin çevresel değişikliklere tepki vermesini sağlar",Easy
1925,Science,Organizmaların enerjiyi nasıl elde ettiklerini ve kullandıklarını inceleyen bilim dalı hangisidir?,Biyoenerji,Metabolizma,Fizyoloji,Biyokimya,A,"Biyoenerji, biyolojik sistemlerdeki enerji akışını inceler",Easy
1926,Science,Proteinlerin oluşumu için gerekli olan gaz hangisidir?,Azot,Karbon,Oksijen,Hidrojen,A,"Azot, amino asitlerin ve proteinlerin önemli bir bileşenidir",Easy
1927,Science,Basıncın temel birimi nedir?,Pascal,Çubuk,Atmosfer,Torr,A,"Pascal, basıncın SI birimidir",Easy
1928,Science,Hücrenin hangi kısmında genetik materyal bulunur?,Sitoplazma,Çekirdek,Ribozom,Mitokondri,B,Çekirdek hücrenin DNA'sını barındırır,Easy
1929,Science,Organizmaların iç koşullarını nasıl istikrarlı bir şekilde koruduklarını inceleyen bilim dalına ne ad verilir?,Homeostaz,Fizyoloji,Düzenleme,Kontrol teorisi,A,"Homeostaz, iç dengenin korunmasıdır",Easy
1930,Science,Aşağıdaki süreçlerden hangisi daha basit moleküllerden karmaşık moleküllerin oluşumunu açıklar?,Katabolizma,Anabolizma,Metabolizma,Sentez,B,"Anabolizma, basit öncüllerden karmaşık moleküller oluşturur",Easy
1931,Science,Organizmaların nasıl hareket ettiğini inceleyen bilim dalına ne ad verilir?,Hareket,Biyomekanik,Kinezyoloji,Hareket bilimi,C,Kinezyoloji hareketi ve motor fonksiyonunu inceler,Easy
1932,Science,Alkollü fermantasyon sırasında hangi gaz oluşur?,Oksijen,Karbondioksit,Azot,Metan,B,Fermantasyon karbondioksit ve etanol üretir,Easy
1933,Science,Katalitik aktivitenin temel birimi nedir?,Katal,Enzim ünitesi,Etkinlik birimi,Ciro sayısı,A,Katal enzim aktivitesini ölçer,Easy
1934,Science,Hangi hücre tipinin hücre duvarı serttir?,Hayvan hücresi,Bitki hücresi,Bakteri hücresi,Hem B hem de C,D,Hem bitki hem de bakteri hücrelerinin hücre duvarları vardır,Easy
1935,Science,Organizmaların bilgiyi nasıl işlediğini inceleyen bilim dalına ne ad verilir?,Sinirbilim,Bilişsel bilim,Bilgi işleme,Sibernetik,B,"Bilişsel bilim, organizmalarda bilgi işlemeyi inceler",Easy
1936,Science,Hangi süreç organizmaların uyarıları algılamasını ve onlara tepki vermesini sağlar?,Duygu,Algı,Cevap,Yukarıdakilerin hepsi,D,Tüm bu süreçler uyarıcı algılama ve tepkisinde rol oynar,Easy
1937,Science,Organizmaların nasıl çoğaldığını inceleyen bilim dalına ne ad verilir?,Üreme biyolojisi,Embriyoloji,Genetik,Gelişim,A,Üreme biyolojisi üreme mekanizmalarını inceler,Easy
1938,Science,Hücresel enerji üretimi için hangi gaz gereklidir?,Oksijen,Karbondioksit,Azot,Hidrojen,A,"Oksijen, aerobik hücresel solunum için gereklidir",Easy
1939,Science,Manyetik akının temel birimi nedir?,Tesla,Weber,Gauss,Henry,B,Weber manyetik akıyı ölçer,Easy
1940,Science,Bitkinin hangi kısmında üreme organları bulunur?,Kökler,Kök,Yapraklar,Çiçekler,D,Çiçekler bitkilerin üreme yapılarını barındırır,Easy
1941,Science,Organizmaların nasıl büyüyüp geliştiğini inceleyen bilim dalına ne ad verilir?,Büyüme biyolojisi,Gelişim biyolojisi,Embriyoloji,Morfogenez,B,Gelişim biyolojisi organizma gelişimini inceler,Easy
1942,Science,Karmaşık moleküllerin parçalanmasını açıklayan süreç hangisidir?,Anabolizma,Katabolizma,Metabolizma,Sindirim,B,"Katabolizma, enerji için karmaşık molekülleri parçalar",Easy
1943,Science,Organizmaların çevresel değişikliklere nasıl uyum sağladığını inceleyen bilim dalına ne ad verilir?,Adaptasyon biyolojisi,Evrimsel biyoloji,Çevre biyolojisi,Ekoloji,B,Evrimsel biyoloji adaptasyon mekanizmalarını inceler,Easy
1944,Science,Hücresel metabolizma sonucu hangi gaz üretilir?,Oksijen,Karbondioksit,Su buharı,Azot,B,Hücresel metabolizma atık olarak karbondioksit üretir,Easy
1945,Science,Elektrik kapasitansın temel birimi nedir?,Farad,Henry,Ohm,Siemens,A,Farad elektrik kapasitansını ölçer,Easy
1946,Science,Hangi tür organizma fotosentez yapabilir?,Bitkiler,Yosun,Bazı bakteriler,Yukarıdakilerin hepsi,D,Birçok organizma türü fotosentez yapabilir,Easy
1947,Science,Organizmaların fiziksel çevreleriyle nasıl etkileşimde bulunduklarını inceleyen bilim dalına ne ad verilir?,Fiziksel ekoloji,Çevre biyolojisi,Ekofizyoloji,Habitat bilimi,C,"Ekofizyoloji, organizma-çevre etkileşimlerini inceler",Easy
1948,Science,Hücrelerin bölünüp çoğalmasını sağlayan süreç hangisidir?,Hücre bölünmesi,Mitoz,Sitokinez,Yukarıdakilerin hepsi,D,Tüm bu süreçler hücre çoğalmasında rol oynar,Easy
1949,Science,Organizmaların şekil ve yapılarını nasıl koruduklarını inceleyen bilim dalı hangisidir?,Morfoloji,Anatomi,Yapısal biyoloji,Form ve işlev,C,Yapısal biyoloji biyolojik yapıyı inceler,Easy
1950,Science,Fosil yakıtların yanması sırasında hangi gaz açığa çıkar?,Oksijen,Karbondioksit,Kükürt dioksit,Yukarıdakilerin hepsi,D,Fosil yakıtların yanması CO2 ve SO2 dahil olmak üzere çok sayıda gazın salınmasına neden olur,Easy
1951,Science,Endüktansın temel birimi nedir?,Henry,Farad,Weber,Tesla,A,Henry elektriksel endüktansı ölçer,Easy
1952,Science,Hücrenin hangi kısmı enerji üretir?,Çekirdek,Mitokondri,Ribozom,Lizozom,B,Mitokondriler ATP üreten enerji santralleridir,Easy
